"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"221","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451417.1","Q7KRY7","LAP4_DROME",3e-164,"protein scribble homolog",NA,NA,NA,NA
"222","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",3e-13,"protein scribble homolog",NA,NA,NA,NA
"223","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",1e-159,"protein scribble homolog",NA,NA,NA,NA
"225","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451491.1","Q7KRY7","LAP4_DROME",8e-19,"protein scribble homolog",NA,NA,NA,NA
"227","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"228","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451491.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"229","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451402.1","Q7KRY7","LAP4_DROME",6e-23,"protein scribble homolog",NA,NA,NA,NA
"230","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451410.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"231","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"232","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451445.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"233","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-159,"protein scribble homolog",NA,NA,NA,NA
"236","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"239","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",8e-19,"protein scribble homolog",NA,NA,NA,NA
"240","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451417.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog",NA,NA,NA,NA
"242","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451445.1","Q7KRY7","LAP4_DROME",6e-158,"protein scribble homolog",NA,NA,NA,NA
"243","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",9e-59,"protein scribble homolog",NA,NA,NA,NA
"246","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451510.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog",NA,NA,NA,NA
"247","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451510.1","Q7KRY7","LAP4_DROME",5e-158,"protein scribble homolog",NA,NA,NA,NA
"252","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451499.1","Q7KRY7","LAP4_DROME",6e-23,"protein scribble homolog",NA,NA,NA,NA
"254","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451454.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"255","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451499.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog",NA,NA,NA,NA
"258","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451526.1","Q7KRY7","LAP4_DROME",8e-23,"protein scribble homolog",NA,NA,NA,NA
"260","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451473.1","Q7KRY7","LAP4_DROME",3e-13,"protein scribble homolog",NA,NA,NA,NA
"261","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451473.1","Q7KRY7","LAP4_DROME",7e-59,"protein scribble homolog",NA,NA,NA,NA
"263","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451483.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog",NA,NA,NA,NA
"266","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451410.1","Q7KRY7","LAP4_DROME",7e-23,"protein scribble homolog",NA,NA,NA,NA
"267","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451465.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog",NA,NA,NA,NA
"270","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451473.1","Q7KRY7","LAP4_DROME",5e-23,"protein scribble homolog",NA,NA,NA,NA
"272","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451473.1","Q7KRY7","LAP4_DROME",9e-13,"protein scribble homolog",NA,NA,NA,NA
"273","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451445.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog",NA,NA,NA,NA
"276","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451465.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog",NA,NA,NA,NA
"279","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-11,"protein scribble homolog",NA,NA,NA,NA
"280","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451518.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog",NA,NA,NA,NA
"282","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451360.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"283","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451454.1","Q7KRY7","LAP4_DROME",9e-59,"protein scribble homolog",NA,NA,NA,NA
"290","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451499.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"291","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451491.1","Q7KRY7","LAP4_DROME",3e-13,"protein scribble homolog",NA,NA,NA,NA
"292","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451491.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog",NA,NA,NA,NA
"293","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451483.1","Q7KRY7","LAP4_DROME",8e-23,"protein scribble homolog",NA,NA,NA,NA
"295","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451338.1","Q7KRY7","LAP4_DROME",5e-11,"protein scribble homolog",NA,NA,NA,NA
"298","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451465.1","Q7KRY7","LAP4_DROME",2e-58,"protein scribble homolog",NA,NA,NA,NA
"300","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451526.1","Q7KRY7","LAP4_DROME",5e-11,"protein scribble homolog",NA,NA,NA,NA
"301","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451465.1","Q7KRY7","LAP4_DROME",9e-23,"protein scribble homolog",NA,NA,NA,NA
"304","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451410.1","Q7KRY7","LAP4_DROME",5e-11,"protein scribble homolog",NA,NA,NA,NA
"306","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451385.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog",NA,NA,NA,NA
"308","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451518.1","Q7KRY7","LAP4_DROME",6e-23,"protein scribble homolog",NA,NA,NA,NA
"314","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451445.1","Q7KRY7","LAP4_DROME",2e-58,"protein scribble homolog",NA,NA,NA,NA
"315","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451385.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"317","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451385.1","Q7KRY7","LAP4_DROME",2e-161,"protein scribble homolog",NA,NA,NA,NA
"319","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451436.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog",NA,NA,NA,NA
"324","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog",NA,NA,NA,NA
"325","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451454.1","Q7KRY7","LAP4_DROME",9e-160,"protein scribble homolog",NA,NA,NA,NA
"326","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451360.1","Q7KRY7","LAP4_DROME",8e-158,"protein scribble homolog",NA,NA,NA,NA
"328","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451445.1","Q7KRY7","LAP4_DROME",6e-11,"protein scribble homolog",NA,NA,NA,NA
"329","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",4e-161,"protein scribble homolog",NA,NA,NA,NA
"331","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662144,26696606,"XM_022451344.1","Q7KRY7","LAP4_DROME",6e-158,"protein scribble homolog",NA,NA,NA,NA
"332","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451338.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog",NA,NA,NA,NA
"334","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",7e-23,"protein scribble homolog",NA,NA,NA,NA
"335","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662147,26696606,"XM_022451499.1","Q7KRY7","LAP4_DROME",8e-160,"protein scribble homolog",NA,NA,NA,NA
"336","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451338.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"344","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",5e-11,"protein scribble homolog",NA,NA,NA,NA
"346","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451465.1","Q7KRY7","LAP4_DROME",6e-158,"protein scribble homolog",NA,NA,NA,NA
"347","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog",NA,NA,NA,NA
"349","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451402.1","Q7KRY7","LAP4_DROME",2e-20,"protein scribble homolog",NA,NA,NA,NA
"352","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451402.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog",NA,NA,NA,NA
"356","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451393.1","Q7KRY7","LAP4_DROME",7e-23,"protein scribble homolog",NA,NA,NA,NA
"357","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26662145,26696606,"XM_022451454.1","Q7KRY7","LAP4_DROME",3e-13,"protein scribble homolog",NA,NA,NA,NA
"363","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451360.1","Q7KRY7","LAP4_DROME",6e-11,"protein scribble homolog",NA,NA,NA,NA
"365","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,26676812,26677063,26659273,26696606,"111113238",26659273,26696606,"XM_022451510.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog",NA,NA,NA,NA
