"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"914","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487562.1","A2BGR3","ERC6L_DANRE",8,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"915","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487562.1","A2BGR3","ERC6L_DANRE",0,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"916","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487561.1","A2BGR3","ERC6L_DANRE",7.5,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"917","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487563.1","A2BGR3","ERC6L_DANRE",2.1,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"918","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487563.1","A2BGR3","ERC6L_DANRE",7.7,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"919","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487559.1","A2BGR3","ERC6L_DANRE",2.1,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"920","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487561.1","A2BGR3","ERC6L_DANRE",0,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"921","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487563.1","A2BGR3","ERC6L_DANRE",0,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"922","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487559.1","A2BGR3","ERC6L_DANRE",7.8,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"923","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487559.1","A2BGR3","ERC6L_DANRE",0,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"925","NC_035784.1",39858401,39858401,57.6592167721519,"+",1.37152629634892e-34,6.02434242655161e-32,0,"NC_035784.1",39838510,39861792,"111135770",39838510,39861792,"XM_022486105.1","Q6PQD5","ATM_PIG",3e-75,"serine-protein kinase ATM-like","GO:0000077; GO:0000723; GO:0002331; GO:0003677; GO:0003735; GO:0004674; GO:0005524; GO:0005634; GO:0005840; GO:0006281; GO:0006412; GO:0006974; GO:0006975; GO:0007094; GO:0008630; GO:0010212; GO:0016303; GO:0016572; GO:0031410; GO:0046777; GO:0047485; GO:0071044; GO:0090399; GO:1904262","cellular response to DNA damage stimulus [GO:0006974]; DNA damage checkpoint [GO:0000077]; DNA damage induced protein phosphorylation [GO:0006975]; DNA repair [GO:0006281]; histone mRNA catabolic process [GO:0071044]; histone phosphorylation [GO:0016572]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; mitotic spindle assembly checkpoint [GO:0007094]; negative regulation of TORC1 signaling [GO:1904262]; pre-B cell allelic exclusion [GO:0002331]; protein autophosphorylation [GO:0046777]; replicative senescence [GO:0090399]; response to ionizing radiation [GO:0010212]; telomere maintenance [GO:0000723]; translation [GO:0006412]","cytoplasmic vesicle [GO:0031410]; nucleus [GO:0005634]; ribosome [GO:0005840]","1-phosphatidylinositol-3-kinase activity [GO:0016303]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein N-terminus binding [GO:0047485]; protein serine/threonine kinase activity [GO:0004674]; structural constituent of ribosome [GO:0003735]"
"926","NC_035784.1",39858401,39858401,57.6592167721519,"+",1.37152629634892e-34,6.02434242655161e-32,0,"NC_035784.1",39838510,39861792,"111135770",39838510,39861792,"XM_022486105.1","Q6PQD5","ATM_PIG",0,"serine-protein kinase ATM-like","GO:0000077; GO:0000723; GO:0002331; GO:0003677; GO:0003735; GO:0004674; GO:0005524; GO:0005634; GO:0005840; GO:0006281; GO:0006412; GO:0006974; GO:0006975; GO:0007094; GO:0008630; GO:0010212; GO:0016303; GO:0016572; GO:0031410; GO:0046777; GO:0047485; GO:0071044; GO:0090399; GO:1904262","cellular response to DNA damage stimulus [GO:0006974]; DNA damage checkpoint [GO:0000077]; DNA damage induced protein phosphorylation [GO:0006975]; DNA repair [GO:0006281]; histone mRNA catabolic process [GO:0071044]; histone phosphorylation [GO:0016572]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; mitotic spindle assembly checkpoint [GO:0007094]; negative regulation of TORC1 signaling [GO:1904262]; pre-B cell allelic exclusion [GO:0002331]; protein autophosphorylation [GO:0046777]; replicative senescence [GO:0090399]; response to ionizing radiation [GO:0010212]; telomere maintenance [GO:0000723]; translation [GO:0006412]","cytoplasmic vesicle [GO:0031410]; nucleus [GO:0005634]; ribosome [GO:0005840]","1-phosphatidylinositol-3-kinase activity [GO:0016303]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein N-terminus binding [GO:0047485]; protein serine/threonine kinase activity [GO:0004674]; structural constituent of ribosome [GO:0003735]"
"927","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45962756,"XM_022485157.1","A2A891","CMTA1_MOUSE",3e-28,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"928","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45920064,45949451,"XM_022485159.1","A2A891","CMTA1_MOUSE",3e-28,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"929","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45962756,"XM_022485157.1","A2A891","CMTA1_MOUSE",1e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"930","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45920064,45949451,"XM_022485159.1","A2A891","CMTA1_MOUSE",2e-45,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"931","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45949452,"XM_022485155.1","A2A891","CMTA1_MOUSE",2e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"932","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45949451,"XM_022485152.1","A2A891","CMTA1_MOUSE",2e-45,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"933","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45962713,"XM_022485158.1","A2A891","CMTA1_MOUSE",3e-28,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"934","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45949452,"XM_022485153.1","A2A891","CMTA1_MOUSE",4e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"935","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45949451,"XM_022485152.1","A2A891","CMTA1_MOUSE",1e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"936","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45919632,45949451,"XM_022485160.1","A2A891","CMTA1_MOUSE",3e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
"937","NC_035784.1",45928234,45928234,50.0683526999316,"+",2.62534325330101e-49,4.09373718131761e-46,0,"NC_035784.1",45919632,45962756,"111135253",45920064,45949451,"XM_022485159.1","A2A891","CMTA1_MOUSE",2e-58,"calmodulin-binding transcription activator 1-like","GO:0000981; GO:0005634; GO:0005730; GO:0005829; GO:0035307; GO:0043565; GO:0045944; GO:0050885; GO:0070886","neuromuscular process controlling balance [GO:0050885]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]"
